win,threshold,hand
0,11,"Two of Spades||Six of Spades||Four of Hearts||(12 points)"
0,11,"Eight of Hearts||Two of Diamonds||Jack of Hearts||(20 points)"
0,11,"Seven of Clubs||Five of Spades||(12 points)"
0,11,"Three of Hearts||Eight of Clubs||Two of Clubs||(13 points)"
1,11,"King of Clubs||Ace of Spades||(11 or 21 points)"
0,11,"Ten of Diamonds||Jack of Spades||(20 points)"
0,11,"Six of Hearts||Nigh of Hearts||(15 points)"
0,11,"Two of Spades||Four of Spades||Six of Diamonds||(12 points)"
1,11,"Queen of Diamonds||Queen of Spades||(20 points)"
0,11,"Three of Hearts||Seven of Diamonds||Five of Spades||(15 points)"
1,11,"Ten of Spades||Six of Hearts||(16 points)"
1,11,"Queen of Clubs||Nigh of Spades||(19 points)"
0,11,"Seven of Spades||Ten of Hearts||(17 points)"
1,11,"Ten of Clubs||Ten of Hearts||(20 points)"
1,11,"Ten of Hearts||Jack of Spades||(20 points)"
0,11,"Ten of Hearts||Four of Spades||(14 points)"
1,11,"Queen of Clubs||Eight of Diamonds||(18 points)"
0,11,"Five of Hearts||Ace of Diamonds||(6 or 16 points)"
0,11,"Jack of Hearts||Seven of Clubs||(17 points)"
0,11,"Ten of Hearts||Five of Hearts||(15 points)"
0,11,"Five of Diamonds||Four of Clubs||Two of Spades||Four of Diamonds||(15 points)"
0,11,"Three of Clubs||Seven of Spades||Seven of Hearts||(17 points)"
0,11,"Four of Spades||Ten of Hearts||(14 points)"
1,11,"Queen of Clubs||Ten of Spades||(20 points)"
0,11,"Eight of Hearts||Eight of Spades||(16 points)"
1,11,"King of Hearts||Four of Clubs||(14 points)"
1,11,"Seven of Diamonds||Four of Hearts||Queen of Spades||(21 points)"
1,11,"Ace of Hearts||Queen of Spades||(11 or 21 points)"
1,11,"Ace of Hearts||Eight of Spades||(9 or 19 points)"
1,11,"Seven of Spades||Three of Hearts||Seven of Clubs||(17 points)"
0,11,"Six of Hearts||Ace of Diamonds||(7 or 17 points)"
0,11,"Six of Diamonds||Ten of Diamonds||(16 points)"
0,11,"Queen of Diamonds||Eight of Hearts||(18 points)"
0,11,"King of Spades||Five of Diamonds||(15 points)"
1,11,"Nigh of Spades||Queen of Diamonds||(19 points)"
0,11,"Eight of Spades||Nigh of Spades||(17 points)"
1,11,"Three of Clubs||Seven of Diamonds||Eight of Spades||(18 points)"
1,11,"Six of Spades||Ace of Hearts||(7 or 17 points)"
0,11,"Queen of Hearts||Four of Hearts||(14 points)"
0,11,"Two of Clubs||Three of Diamonds||Seven of Diamonds||(12 points)"
0,11,"Ace of Clubs||Three of Hearts||(4 or 14 points)"
0,11,"Jack of Clubs||Three of Hearts||(13 points)"
0,11,"King of Hearts||Five of Diamonds||(15 points)"
0,11,"Five of Spades||King of Diamonds||(15 points)"
0,11,"Nigh of Clubs||Four of Clubs||(13 points)"
1,11,"King of Hearts||Six of Hearts||(16 points)"
0,11,"Four of Diamonds||Six of Hearts||Seven of Spades||(17 points)"
1,11,"Eight of Hearts||Jack of Hearts||(18 points)"
0,11,"Nigh of Spades||Nigh of Hearts||(18 points)"
0,11,"Two of Clubs||Queen of Spades||(12 points)"
1,11,"Nigh of Spades||King of Spades||(19 points)"
0,11,"Ten of Diamonds||Queen of Spades||(20 points)"
0,11,"King of Diamonds||Six of Hearts||(16 points)"
0,11,"Three of Hearts||Four of Hearts||Nigh of Spades||(16 points)"
0,11,"Four of Hearts||Ace of Diamonds||(5 or 15 points)"
0,11,"Two of Diamonds||Ten of Hearts||(12 points)"
0,11,"Seven of Hearts||Eight of Spades||(15 points)"
0,11,"Five of Clubs||Two of Clubs||Nigh of Hearts||(16 points)"
0,11,"Two of Hearts||Eight of Clubs||Three of Spades||(13 points)"
0,11,"Three of Clubs||Ace of Diamonds||(4 or 14 points)"
0,11,"Two of Diamonds||Five of Diamonds||Two of Hearts||Six of Clubs||(15 points)"
0,11,"Ace of Hearts||Four of Hearts||(5 or 15 points)"
1,11,"Four of Spades||Five of Diamonds||Nigh of Spades||(18 points)"
1,11,"Ace of Spades||Ten of Spades||(11 or 21 points)"
0,11,"Six of Hearts||Three of Diamonds||Six of Spades||(15 points)"
0,11,"Ace of Clubs||Three of Clubs||(4 or 14 points)"
0,11,"Two of Diamonds||Six of Hearts||Four of Clubs||(12 points)"
0,11,"Ace of Clubs||Three of Hearts||(4 or 14 points)"
0,11,"Seven of Diamonds||Queen of Diamonds||(17 points)"
0,11,"Queen of Diamonds||Five of Clubs||(15 points)"
0,11,"Seven of Spades||Nigh of Clubs||(16 points)"
0,11,"Three of Spades||Ace of Hearts||(4 or 14 points)"
1,11,"Five of Spades||Three of Hearts||Queen of Clubs||(18 points)"
0,11,"Four of Hearts||Four of Diamonds||Jack of Hearts||(18 points)"
1,11,"Four of Diamonds||Ace of Clubs||(5 or 15 points)"
1,11,"King of Hearts||Queen of Diamonds||(20 points)"
0,11,"Eight of Spades||Queen of Spades||(18 points)"
0,11,"Queen of Diamonds||Five of Clubs||(15 points)"
0,11,"Queen of Clubs||Five of Hearts||(15 points)"
1,11,"Ace of Spades||Five of Hearts||(6 or 16 points)"
0,11,"Three of Clubs||Jack of Clubs||(13 points)"
0,11,"Nigh of Clubs||Four of Diamonds||(13 points)"
1,11,"Six of Hearts||Two of Spades||Three of Hearts||Five of Diamonds||(16 points)"
0,11,"Seven of Hearts||Jack of Spades||(17 points)"
0,11,"Queen of Spades||Two of Diamonds||(12 points)"
0,11,"Queen of Hearts||Nigh of Clubs||(19 points)"
1,11,"Queen of Clubs||Jack of Spades||(20 points)"
0,11,"Two of Clubs||King of Hearts||(12 points)"
1,11,"Five of Spades||Nigh of Diamonds||(14 points)"
0,11,"Five of Hearts||Seven of Hearts||(12 points)"
0,11,"Three of Clubs||Three of Diamonds||Seven of Diamonds||(13 points)"
0,11,"Nigh of Spades||Ace of Diamonds||(10 or 20 points)"
0,11,"Five of Spades||Jack of Clubs||(15 points)"
0,11,"Eight of Hearts||Five of Diamonds||(13 points)"
0,11,"Three of Clubs||Three of Hearts||Five of Spades||Five of Clubs||(16 points)"
0,11,"Five of Spades||Eight of Diamonds||(13 points)"
0,11,"Four of Spades||Ace of Hearts||(5 or 15 points)"
1,11,"Jack of Clubs||Ten of Clubs||(20 points)"
1,11,"Six of Diamonds||Five of Spades||Five of Hearts||(16 points)"
0,11,"Eight of Spades||Four of Diamonds||(12 points)"
0,11,"Ace of Hearts||Four of Hearts||(5 or 15 points)"
0,11,"King of Spades||Seven of Clubs||(17 points)"
1,11,"Three of Clubs||Five of Diamonds||Ace of Hearts||(9 or 19 points)"
1,11,"Queen of Diamonds||Ace of Spades||(11 or 21 points)"
0,11,"Nigh of Diamonds||Four of Spades||(13 points)"
0,11,"Seven of Clubs||Six of Hearts||(13 points)"
0,11,"Nigh of Clubs||Three of Clubs||(12 points)"
0,11,"Jack of Hearts||Six of Spades||(16 points)"
1,11,"Jack of Hearts||Ten of Clubs||(20 points)"
1,11,"King of Clubs||Jack of Diamonds||(20 points)"
1,11,"Queen of Clubs||Ace of Diamonds||(11 or 21 points)"
0,11,"Ten of Clubs||King of Hearts||(20 points)"
0,11,"King of Diamonds||Three of Clubs||(13 points)"
1,11,"Queen of Clubs||Ace of Clubs||(11 or 21 points)"
1,11,"Four of Spades||Five of Spades||Jack of Hearts||(19 points)"
0,11,"Five of Diamonds||Five of Clubs||Five of Hearts||(15 points)"
0,11,"Eight of Clubs||Ace of Hearts||(9 or 19 points)"
1,11,"Seven of Hearts||Two of Clubs||Queen of Diamonds||(19 points)"
1,11,"Queen of Diamonds||Nigh of Spades||(19 points)"
1,11,"Four of Diamonds||Queen of Clubs||(14 points)"
1,11,"Queen of Clubs||King of Spades||(20 points)"
1,11,"King of Spades||King of Hearts||(20 points)"
0,11,"Four of Diamonds||Seven of Clubs||Nigh of Diamonds||(20 points)"
0,11,"Seven of Spades||Seven of Clubs||(14 points)"
1,11,"Ace of Diamonds||Eight of Spades||(9 or 19 points)"
1,11,"Four of Hearts||Jack of Hearts||(14 points)"
0,11,"Six of Hearts||Eight of Spades||(14 points)"
0,11,"Queen of Spades||Two of Hearts||(12 points)"
1,11,"Three of Spades||Four of Clubs||Two of Hearts||Ace of Clubs||(10 or 20 points)"
1,11,"Ten of Diamonds||Ace of Spades||(11 or 21 points)"
1,11,"Six of Hearts||Seven of Hearts||(13 points)"
1,11,"King of Diamonds||Ace of Spades||(11 or 21 points)"
0,11,"King of Spades||Nigh of Diamonds||(19 points)"
0,11,"Seven of Diamonds||Jack of Diamonds||(17 points)"
0,11,"Three of Spades||Eight of Diamonds||Queen of Hearts||(21 points)"
0,11,"Nigh of Hearts||Six of Hearts||(15 points)"
0,11,"Ten of Spades||Six of Clubs||(16 points)"
0,11,"Two of Spades||Six of Clubs||Ace of Spades||(9 or 19 points)"
1,11,"Ace of Diamonds||Nigh of Diamonds||(10 or 20 points)"
1,11,"Jack of Hearts||King of Hearts||(20 points)"
0,11,"King of Hearts||Four of Hearts||(14 points)"
1,11,"Ace of Hearts||Seven of Spades||(8 or 18 points)"
0,11,"Three of Spades||King of Diamonds||(13 points)"
0,11,"Queen of Clubs||Five of Spades||(15 points)"
0,11,"Five of Clubs||Eight of Clubs||(13 points)"
0,11,"Jack of Clubs||King of Spades||(20 points)"
0,11,"King of Clubs||Two of Clubs||(12 points)"
1,11,"Eight of Diamonds||Ten of Hearts||(18 points)"
1,11,"Six of Clubs||Seven of Clubs||(13 points)"
1,11,"Six of Hearts||Queen of Diamonds||(16 points)"
1,11,"Ace of Clubs||Nigh of Spades||(10 or 20 points)"
0,11,"Three of Clubs||King of Spades||(13 points)"
1,11,"Queen of Spades||Ace of Spades||(11 or 21 points)"
1,11,"Jack of Clubs||Five of Spades||(15 points)"
0,11,"Jack of Spades||Four of Hearts||(14 points)"
0,11,"Seven of Clubs||King of Hearts||(17 points)"
0,11,"Six of Hearts||King of Hearts||(16 points)"
0,11,"Ace of Spades||Five of Diamonds||(6 or 16 points)"
0,11,"King of Clubs||Two of Spades||(12 points)"
0,11,"Ten of Diamonds||Jack of Clubs||(20 points)"
0,11,"Six of Diamonds||Six of Clubs||(12 points)"
0,11,"Six of Spades||Two of Diamonds||Six of Hearts||(14 points)"
1,11,"Queen of Clubs||Nigh of Spades||(19 points)"
0,11,"Seven of Hearts||Queen of Diamonds||(17 points)"
0,11,"Jack of Clubs||Four of Clubs||(14 points)"
0,11,"Ten of Clubs||Seven of Diamonds||(17 points)"
0,11,"Ten of Clubs||Four of Clubs||(14 points)"
1,11,"Two of Hearts||Three of Diamonds||Nigh of Spades||(14 points)"
1,11,"Ace of Clubs||King of Spades||(11 or 21 points)"
0,11,"Ace of Spades||Three of Hearts||(4 or 14 points)"
0,11,"Four of Spades||Ace of Clubs||(5 or 15 points)"
0,11,"Four of Hearts||Ten of Diamonds||(14 points)"
1,11,"Nigh of Diamonds||Two of Diamonds||Ten of Clubs||(21 points)"
0,11,"Ace of Diamonds||Ten of Spades||(11 or 21 points)"
1,11,"Seven of Clubs||Four of Clubs||Queen of Diamonds||(21 points)"
1,11,"Five of Spades||King of Diamonds||(15 points)"
1,11,"King of Diamonds||Eight of Diamonds||(18 points)"
0,11,"Queen of Hearts||Four of Clubs||(14 points)"
0,11,"Two of Diamonds||Ten of Hearts||(12 points)"
0,11,"Seven of Hearts||Seven of Spades||(14 points)"
0,11,"Nigh of Spades||Seven of Diamonds||(16 points)"
0,11,"Four of Spades||Queen of Hearts||(14 points)"
0,11,"Nigh of Hearts||Ten of Spades||(19 points)"
1,11,"Queen of Clubs||Jack of Clubs||(20 points)"
0,11,"Eight of Clubs||Jack of Spades||(18 points)"
1,11,"King of Spades||Jack of Clubs||(20 points)"
0,11,"Six of Spades||Ace of Diamonds||(7 or 17 points)"
1,11,"Five of Spades||Jack of Spades||(15 points)"
0,11,"Seven of Hearts||King of Diamonds||(17 points)"
0,11,"Four of Hearts||Jack of Diamonds||(14 points)"
1,11,"Six of Diamonds||Two of Diamonds||Jack of Spades||(18 points)"
1,11,"Six of Hearts||Three of Clubs||Six of Spades||(15 points)"
0,11,"Eight of Diamonds||Ten of Diamonds||(18 points)"
0,11,"Nigh of Spades||Nigh of Clubs||(18 points)"
0,11,"Jack of Diamonds||Six of Hearts||(16 points)"
0,11,"Six of Hearts||King of Spades||(16 points)"
0,11,"Four of Diamonds||Three of Clubs||Seven of Clubs||(14 points)"
1,11,"Jack of Clubs||Seven of Clubs||(17 points)"
1,11,"Five of Hearts||Four of Hearts||Jack of Diamonds||(19 points)"
1,11,"Jack of Spades||Jack of Clubs||(20 points)"
0,11,"Six of Diamonds||Four of Diamonds||Four of Spades||(14 points)"
0,11,"King of Clubs||Six of Spades||(16 points)"
1,11,"Eight of Clubs||Nigh of Diamonds||(17 points)"
1,11,"Eight of Diamonds||Two of Hearts||Queen of Clubs||(20 points)"
0,11,"Six of Diamonds||King of Spades||(16 points)"
0,11,"Five of Clubs||Seven of Spades||(12 points)"
0,11,"Queen of Hearts||Five of Diamonds||(15 points)"
1,11,"Ten of Diamonds||Seven of Hearts||(17 points)"
0,11,"Three of Spades||Eight of Clubs||Two of Diamonds||(13 points)"
0,11,"Ace of Clubs||Two of Hearts||(3 or 13 points)"
0,11,"Two of Hearts||Ten of Clubs||(12 points)"
0,11,"Ten of Spades||Two of Clubs||(12 points)"
0,11,"Jack of Clubs||Four of Hearts||(14 points)"
0,11,"Ten of Spades||Two of Spades||(12 points)"
0,11,"Jack of Spades||Four of Diamonds||(14 points)"
0,11,"Nigh of Clubs||Five of Spades||(14 points)"
0,11,"Jack of Diamonds||Two of Clubs||(12 points)"
1,11,"Ten of Diamonds||Eight of Diamonds||(18 points)"
0,11,"King of Spades||Four of Spades||(14 points)"
0,11,"Nigh of Clubs||Three of Clubs||(12 points)"
0,11,"Four of Clubs||Eight of Clubs||(12 points)"
1,11,"Seven of Diamonds||Ten of Spades||(17 points)"
0,11,"Queen of Spades||Four of Hearts||(14 points)"
1,11,"Ten of Hearts||Eight of Spades||(18 points)"
0,11,"Four of Clubs||King of Diamonds||(14 points)"
1,11,"Jack of Diamonds||Ten of Hearts||(20 points)"
1,11,"Eight of Clubs||Three of Clubs||Ace of Clubs||(12 or 22 points)"
1,11,"King of Clubs||Ten of Clubs||(20 points)"
0,11,"Five of Clubs||Nigh of Clubs||(14 points)"
1,11,"Ace of Hearts||Seven of Clubs||(8 or 18 points)"
0,11,"Two of Spades||Seven of Diamonds||Three of Clubs||(12 points)"
0,11,"Nigh of Hearts||Four of Hearts||(13 points)"
0,11,"Nigh of Diamonds||Four of Diamonds||(13 points)"
0,11,"King of Clubs||Queen of Spades||(20 points)"
1,11,"Ace of Hearts||Jack of Clubs||(11 or 21 points)"
0,11,"Queen of Diamonds||Three of Hearts||(13 points)"
0,11,"Queen of Clubs||Two of Hearts||(12 points)"
0,11,"Five of Diamonds||Eight of Diamonds||(13 points)"
1,11,"Eight of Spades||Seven of Clubs||(15 points)"
0,11,"Six of Diamonds||Three of Diamonds||Queen of Spades||(19 points)"
0,11,"Ten of Spades||Two of Clubs||(12 points)"
1,11,"Three of Hearts||Ten of Diamonds||(13 points)"
0,11,"Five of Hearts||Four of Spades||Eight of Spades||(17 points)"
1,11,"Jack of Diamonds||Ten of Hearts||(20 points)"
1,11,"Three of Clubs||Three of Spades||Queen of Spades||(16 points)"
0,11,"Queen of Spades||Nigh of Hearts||(19 points)"
1,11,"Ace of Diamonds||Nigh of Clubs||(10 or 20 points)"
0,11,"Seven of Hearts||Eight of Clubs||(15 points)"
0,11,"Two of Hearts||Three of Spades||King of Diamonds||(15 points)"
1,11,"King of Hearts||Queen of Clubs||(20 points)"
1,11,"King of Spades||Ace of Diamonds||(11 or 21 points)"
1,11,"Ace of Spades||Five of Clubs||(6 or 16 points)"
0,11,"Three of Diamonds||Jack of Hearts||(13 points)"
1,11,"King of Diamonds||Ten of Clubs||(20 points)"
1,11,"Queen of Diamonds||Ten of Hearts||(20 points)"
1,11,"Ace of Diamonds||Seven of Clubs||(8 or 18 points)"
0,11,"Seven of Diamonds||Ten of Diamonds||(17 points)"
0,11,"Nigh of Clubs||Six of Diamonds||(15 points)"
0,11,"Two of Spades||Queen of Diamonds||(12 points)"
1,11,"Two of Clubs||Six of Clubs||Jack of Hearts||(18 points)"
0,11,"Jack of Diamonds||Nigh of Hearts||(19 points)"
0,11,"Two of Hearts||Three of Clubs||Five of Clubs||Three of Hearts||(13 points)"
1,11,"Two of Clubs||Seven of Clubs||Seven of Spades||(16 points)"
0,11,"Nigh of Clubs||Eight of Spades||(17 points)"
1,11,"Ace of Clubs||Nigh of Spades||(10 or 20 points)"
0,11,"Seven of Clubs||Two of Clubs||Ten of Clubs||(19 points)"
1,11,"Eight of Clubs||Queen of Spades||(18 points)"
0,11,"Ace of Diamonds||Five of Clubs||(6 or 16 points)"
0,11,"Jack of Spades||Two of Spades||(12 points)"
0,11,"Ten of Diamonds||Seven of Diamonds||(17 points)"
0,11,"Five of Diamonds||Eight of Hearts||(13 points)"
0,11,"Ten of Spades||Five of Diamonds||(15 points)"
1,11,"Four of Clubs||Four of Diamonds||Five of Hearts||(13 points)"
1,11,"Jack of Diamonds||Four of Spades||(14 points)"
0,11,"Ace of Diamonds||Eight of Clubs||(9 or 19 points)"
0,11,"Eight of Hearts||Eight of Diamonds||(16 points)"
0,11,"Six of Spades||Four of Spades||Nigh of Spades||(19 points)"
0,11,"King of Clubs||Six of Diamonds||(16 points)"
0,11,"Nigh of Spades||Ten of Clubs||(19 points)"
0,11,"Eight of Clubs||Four of Clubs||(12 points)"
0,11,"Ace of Spades||Six of Hearts||(7 or 17 points)"
1,11,"Six of Spades||Jack of Diamonds||(16 points)"
0,11,"Eight of Clubs||King of Clubs||(18 points)"
1,11,"King of Diamonds||Nigh of Diamonds||(19 points)"
0,11,"Six of Clubs||Six of Diamonds||(12 points)"
0,11,"Four of Clubs||Five of Clubs||Ten of Clubs||(19 points)"
0,11,"Nigh of Clubs||Three of Diamonds||(12 points)"
1,11,"Six of Clubs||King of Spades||(16 points)"
1,11,"Ten of Spades||Ace of Spades||(11 or 21 points)"
1,11,"Nigh of Diamonds||Two of Diamonds||King of Diamonds||(21 points)"
1,11,"Four of Clubs||Ten of Clubs||(14 points)"
0,11,"Six of Hearts||Nigh of Diamonds||(15 points)"
1,11,"Jack of Clubs||Six of Clubs||(16 points)"
1,11,"Five of Diamonds||Four of Diamonds||Eight of Spades||(17 points)"
0,11,"Ten of Diamonds||Two of Diamonds||(12 points)"
0,11,"Five of Spades||Three of Diamonds||Three of Hearts||Four of Clubs||(15 points)"
1,11,"King of Clubs||Ten of Diamonds||(20 points)"
0,11,"Four of Hearts||Three of Clubs||Ace of Spades||(8 or 18 points)"
1,11,"King of Clubs||Ten of Hearts||(20 points)"
1,11,"Five of Clubs||Six of Diamonds||Ten of Clubs||(21 points)"
0,11,"Ten of Diamonds||Seven of Diamonds||(17 points)"
0,11,"Six of Spades||King of Spades||(16 points)"
0,11,"King of Hearts||Two of Spades||(12 points)"
1,11,"Seven of Hearts||Three of Diamonds||King of Clubs||(20 points)"
1,11,"Seven of Diamonds||Four of Hearts||King of Spades||(21 points)"
1,11,"Four of Diamonds||Six of Spades||Ten of Diamonds||(20 points)"
0,11,"Two of Hearts||Two of Diamonds||Jack of Hearts||(14 points)"
0,11,"Seven of Spades||Ten of Clubs||(17 points)"
0,11,"Four of Clubs||Nigh of Clubs||(13 points)"
0,11,"Four of Hearts||Seven of Hearts||Five of Clubs||(16 points)"
0,11,"Eight of Diamonds||Ace of Clubs||(9 or 19 points)"
0,11,"Jack of Hearts||Four of Diamonds||(14 points)"
0,11,"Eight of Spades||Three of Clubs||Five of Hearts||(16 points)"
1,11,"King of Diamonds||Jack of Clubs||(20 points)"
1,11,"Ace of Hearts||Queen of Diamonds||(11 or 21 points)"
0,11,"Five of Diamonds||Seven of Diamonds||(12 points)"
1,11,"Nigh of Diamonds||Five of Clubs||(14 points)"
0,11,"Five of Spades||King of Diamonds||(15 points)"
1,11,"Nigh of Spades||Nigh of Diamonds||(18 points)"
0,11,"Eight of Hearts||Five of Hearts||(13 points)"
0,11,"Three of Hearts||Nigh of Diamonds||(12 points)"
1,11,"Five of Diamonds||Six of Clubs||Three of Hearts||(14 points)"
0,11,"Eight of Diamonds||Eight of Spades||(16 points)"
1,11,"Three of Clubs||Four of Clubs||Ten of Hearts||(17 points)"
0,11,"Nigh of Spades||Seven of Hearts||(16 points)"
1,11,"Jack of Hearts||Jack of Clubs||(20 points)"
1,11,"Nigh of Spades||Six of Hearts||(15 points)"
1,11,"Jack of Clubs||Queen of Spades||(20 points)"
1,11,"Ace of Clubs||Queen of Diamonds||(11 or 21 points)"
0,11,"Eight of Diamonds||Six of Spades||(14 points)"
1,11,"Eight of Diamonds||Two of Clubs||Ten of Hearts||(20 points)"
0,11,"Ten of Diamonds||Three of Hearts||(13 points)"
1,11,"Three of Hearts||Seven of Spades||Jack of Hearts||(20 points)"
0,11,"Queen of Hearts||Two of Clubs||(12 points)"
0,11,"Five of Hearts||Seven of Clubs||(12 points)"
0,11,"Eight of Clubs||King of Hearts||(18 points)"
1,11,"Eight of Spades||Three of Clubs||Jack of Hearts||(21 points)"
0,11,"Eight of Spades||Six of Spades||(14 points)"
0,11,"Three of Hearts||Queen of Spades||(13 points)"
0,11,"Seven of Diamonds||Seven of Spades||(14 points)"
0,11,"Three of Diamonds||Seven of Diamonds||Ten of Diamonds||(20 points)"
0,11,"Two of Hearts||Ten of Spades||(12 points)"
0,11,"Five of Clubs||Ace of Hearts||(6 or 16 points)"
1,11,"Queen of Hearts||Ten of Spades||(20 points)"
1,11,"Jack of Diamonds||Nigh of Diamonds||(19 points)"
0,11,"Nigh of Diamonds||Three of Hearts||(12 points)"
0,11,"King of Hearts||Five of Diamonds||(15 points)"
1,11,"Six of Diamonds||Ace of Spades||(7 or 17 points)"
